Gene names	Majority protein IDs	Mol. weight [kDa]	Average concentration  H1	Average concentration  H2	Average concentration  H3
SMC6	Q96SB8-2;Q96SB8;C9JMN1	129.15	0.202393587	0.16021531	0.325860605
SMCHD1	A6NHR9;A6NHR9-2;J3KTL8	226.37	0.895505654	0.867987573	0.898420294
SMCR7L	B0QY95;Q9NQG6	53.331	0.079761945	0.122258587	0.082656627
SMCR8	Q8TEV9;Q8TEV9-2	105.02	0	0	0
SMEK1	Q6IN85;Q6IN85-2;G3V5Z3;Q6IN85-4;H0YIY8;Q6IN85-5	95.367	0.482115476	0.557993769	0.504650128
SMEK2	Q5MIZ7;Q5MIZ7-2;Q5MIZ7-3	97.457	0.060430197	0.022455641	0.016546642
SMG1	I3L0C1;Q96Q15;J3KRA9;Q96Q15-2;Q96Q15-3;Q96Q15-4	410.62	0.009087457	0.018325445	0.020206372
SMG5	Q9UPR3	113.93	0	0	0
SMG6	Q86US8;B7Z874	160.46	0.021042952	0.003799433	0.008224114
SMG7	E9PEH2;Q92540-4;Q92540;Q92540-2;E9PD50;E9PCI0;E9PCE5;B1ALB4;E9PEK3	131.65	0.004890443	0	0.002317176
SMG8	Q8ND04-2;Q8ND04;Q8ND04-3	113.22	0.103248322	0.111958544	0.075263433
SMG9	Q9H0W8;Q9H0W8-2;M0QZC7	57.65	0.067981322	0.041717843	0.075608195
SMN1	E7EQZ4;Q16637;Q16637-3;Q16637-2;Q16637-4;B4DP61	31.689	0.697682575	0.76446694	0.72757161
SMNDC1	O75940	26.711	1.781602369	1.966791184	1.94779047
SMOC1	Q9H4F8-2;Q9H4F8	48.261	0.040477458	0.034112692	0.032342233
SMPD1	E9PKS3;P17405;G3XAB5;P17405-2;E7EWE2;P17405-3;H0YEP5;E9PQT3;G3V1E1	69.807	0	0	0
SMPD3	Q9NY59;B7ZL82;H3BS51	71.08	0	0	0
SMPD4	Q9NXE4-4;H7BXF4;Q9NXE4;Q9NXE4-2;Q9NXE4-6;B4DM23;Q9NXE4-3;H7C1Q6;G8JLC4;B4DQ31;B4DWK7;B4E0L6;Q9NXE4-5	98.147	0.560348891	0.693178517	0.42170986
SMPDL3A	Q92484;B7Z729	51.26	0.453645877	0.426834689	0.472399915
SMR3B	P02814	8.1875	0	0	0
SMS	P52788;P52788-2;B4DE40	41.268	1.31145219	1.380892837	1.568779379
SMU1	Q2TAY7;B4E3L0	57.543	2.026754901	1.802090359	1.535342444
SMUG1	Q53HV7	29.861	0	0	0
SMYD2	Q9NRG4;I6L9H7	49.688	0.070200166	0.04521613	0.056239642
SMYD3	Q9H7B4;Q9H7B4-3;Q9H7B4-2	49.097	0.027390962	0.025448937	0.02820912
SMYD5	Q6GMV2;C9IYN9	47.34	0.533873226	0.462159449	0.456874298
SNAP23	O00161;O00161-2;H3BM38;H3BPJ0;H3BR18;H3BNE1;H3BV99	23.354	4.872213697	4.991281451	5.195017288
SNAP29	O95721;C9JAF7	28.97	0.150603347	0.166894783	0.19327472
SNAP47	Q5SQN1;Q5SQN1-2;H7C3C7;H0Y627;Q5SQN1-4;Q5SQN1-3	52.562	0	0	0
SNAPC4	Q5SXM2	159.43	0.014272923	0.007999728	0.037695036
SNAPIN	O95295	14.874	0.700062993	0.557183939	0.535832693
SNCA	P37840;E7EPV7;P37840-2;P37840-3	14.46	0	0	0
SNCG	O76070	13.331	0	0	0
SND1	Q7KZF4	102	11.48502551	11.70389161	11.03549636
SNF8	Q96H20;Q96H20-2;D6RFY6;D6RJ86	28.864	0.345113307	0.525148921	0.509651337
SNIP1	Q8TAD8	45.777	0.480550743	0.343706867	0.350737029
SNRK	Q9NRH2;Q9NRH2-2	84.275	0	0	0
SNRNP200	O75643	244.5	3.794557393	3.707754049	3.996403038
SNRNP27	Q8WVK2;B8ZZ98	18.86	0.649621061	1.236195876	1.974251342
SNRNP35	Q16560	29.45	0.058839557	0.080608402	0.076968888
SNRNP40	Q96DI7;B4DQJ1	39.31	3.944407256	2.818674381	3.029088422
SNRNP48	Q6IEG0;Q6IEG0-2	39.965	0	0	0
SNRNP70	P08621;P08621-2;P08621-3	51.556	5.122842068	7.737883769	6.885035169
SNRPA	P09012;M0R268;M0R2B8;M0R221;M0QZG7;M0QXK2	31.279	6.41445942	6.569167757	6.679850026
SNRPA1	P09661;H0YMA0;H0YKK0	28.415	7.356343082	9.314649965	8.083241159
SNRPB;SNRPN	P14678-3;P14678;P14678-2;B3KVR1;P63162;J3QLE5;J3KRY3	30.032	2.292895946	2.084580502	1.933284152
SNRPB2	P08579	25.486	5.568244204	4.380880894	4.506911776
SNRPC	P09234;Q5TAL2	17.394	2.578534452	3.444299116	3.252292544
SNRPD1	P62314;J3QLI9	13.281	14.86939532	12.36420728	12.51430886
SNRPD2	P62316;P62316-2;K7ERG4	13.527	22.10623568	14.58486682	23.96172535
SNRPD3	P62318;B4DJP7;H3BT13	13.916	3.390022642	3.275873367	2.763995047
SNRPE	P62304;A6NHK2	10.803	3.615128035	2.955947837	3.300435237
SNRPF	P62306	9.7251	13.10197358	12.91911113	11.7960064
SNRPG	A8MWD9;P62308;Q49AN9;C9JVQ0	8.544	6.4697833	4.873399658	4.465738791
SNRPG	F5H013	7.596	0	0	0
SNTA1	Q13424	53.895	0	0	0
SNTB1	Q13884;Q13884-2	58.06	6.46375944	4.184930335	4.117827039
SNTB2	Q13425;Q13425-2	57.949	1.025144291	1.207997518	1.245915655
SNUPN	C9K0X5;O95149;H3BRI5;H3BUB4;H3BSK1;H3BTA6	45.886	0.157334728	0.120421215	0.159063463
SNW1	Q13573;G3V3A4;G3V4X8	61.494	2.505377466	2.302018177	2.368781859
SNX1	Q13596;Q13596-3;Q13596-2;A6NKH4;H0YK42	59.069	2.251723061	2.399399244	2.470811792
SNX12	Q9UMY4;Q9UMY4-2;F8W8K5	19.73	1.435278022	1.347025129	1.208830957
SNX13	Q9Y5W8;Q9Y5W8-2;B8ZZT9	112.19	0	0	0
SNX14	Q9Y5W7;Q9Y5W7-4;Q9Y5W7-2;Q9Y5W7-3;D6RJG9;D6RDH9	110.18	0.617815319	0.590941538	0.561574483
SNX15	Q9NRS6;E5KQS6;Q9NRS6-2;E9PMW6;E9PK26	38.291	0.062230467	0.087264803	0.089647187
SNX17	Q15036;Q15036-2	52.901	0.213496684	0.256915264	0.18256263
SNX18	Q96RF0-2;Q96RF0;Q96RF0-3	69.006	0.015522189	0.046910318	0.05786398
SNX2	O60749;B4DEK4	58.47	2.489553486	2.203653911	2.571015715
SNX27	Q96L92;Q96L92-3;Q96L92-2	61.264	0.218526454	0.282710382	0.233475948
SNX3	O60493;O60493-4;O60493-2;O60493-3	18.762	2.889443551	3.242819995	3.447212173
SNX30	Q5VWJ9	49.676	0	0.046065001	0.040945878
SNX33	Q8WV41;H3BPR3	65.264	0.11106422	0.167658553	0.180040196
SNX4	O95219;B4DQV4	51.908	0.168350755	0.100960268	0.082893035
SNX5	Q9Y5X3;Q5QPE5;Q5QPE4	46.816	2.065458499	2.287155891	2.697314473
SNX6	Q9UNH7;Q9UNH7-2;B4DJS7	46.648	0.870432017	1.089404059	1.119324569
SNX7	Q9UNH6;Q9UNH6-2	45.302	0.122521425	0.069263578	0.022683498
SNX8	Q9Y5X2	52.569	0.123525533	0.19881413	0.159878951
SNX9	Q9Y5X1;B3KXH8	66.591	0.341404289	0.335189265	0.218822355
SOAT1	P35610;B1APM4;P35610-2;P35610-3	64.734	0.955608469	0.912578652	0.95962452
SOAT2	O75908;F5H7W4;F8VPE9	59.896	0.287381817	0.2665023	0.263167801
SOD1	P00441;H7BYH4	15.936	32.0541681	28.84219775	25.88829891
SOD2	B3KUK2;F5H3C5;G8JLJ2	19.73	0	0	0
SOD2	P04179;P04179-2;F5GYZ5;F5H4R2;B4E3K9	24.722	38.84746613	37.25436865	37.2351502
SOLH	O75808	117.31	0	0	0
SON	P18583-5;P18583-9;P18583;P18583-7;P18583-2;P18583-4;P18583-10;H7C1M2	267.03	1.091707028	1.127939566	1.134367308
SORBS1	Q9BX66-11;Q9BX66-3;Q9BX66;Q9BX66-2	139.4	0.139835653	0.130110061	0.205505302
SORBS2	J3KNZ5;O94875;O94875-7	134.59	0	0	0
SORBS3	O60504;H0YBA2;H0YB51;H0YAZ3	75.34	0.260162014	0.276363533	0.307895091
SORBS3	O60504-2;E5RHI2	36.742	0	0	0
SORCS2	Q96PQ0;B5MED8	128.15	0	0	0
SORD	Q00796;H0YLA4	38.324	8.455658197	8.571071287	5.61551329
SORL1	Q92673	248.42	0.188824969	0.164529242	0.235993116
SORT1	Q99523;Q99523-2	92.067	0.966221941	0.754707387	0.844587493
SOS1	Q07889;G5E9C8	152.46	0.030904224	0.027208937	0.024112462
SOWAHB	A6NEL2	85.741	0	0	0
SOWAHC	Q53LP3	55.671	0.469496095	0.362661457	0.353882292
SOX13	Q9UN79	69.228	0	0	0
SOX5	F5H0I3;P35711;P35711-5;P35711-2;P35711-4;I3L0A5	80.076	0.026979301	0.041534846	0.006858026
SOX9	P48436	56.136	0.250901709	0.22866105	0.262920977
SP1	P08047;H3BUU5	80.692	0.103220899	0.091524267	0.091564856
SP100	P23497;P23497-4;E7EUA7;P23497-3;P23497-2;E9PBK3;P23497-5;E9PHV6;P23497-6;P23497-7;C9JBL0	100.42	0.8839536	0.590837217	0.940726392
SP2	Q02086;Q02086-2	64.899	0.017376852	0.015520077	0.016500256
SP3	Q02447;Q02447-2;H0Y7L6;Q02447-6;H0Y6K5;Q02447-5;Q02447-3;Q02447-4	81.924	0	0	0
SP4	Q02446;F8WB93	81.984	0	0	0
SP5	Q6BEB4	41.964	0.042883366	0.044463586	0.039346465
SPAG1	Q07617	103.64	0.021499575	0.027451429	0.037657144
SPAG5	Q96R06;K7ELG0	134.42	0.004774478	0	0.005148819
SPAG7	O75391;I3L0X5;I3L4C3	26.034	0.396255224	0.422643732	0.454803885
SPAG9	O60271;O60271-3	146.2	0.599308304	0.623839367	0.560600793
SPAST	Q9UBP0;Q9UBP0-2;Q9UBP0-3;Q9UBP0-4	67.196	0.070577215	0.084096356	0.066049084
SPATA1	Q5VX52;Q5VX52-4;Q5VX52-2	50.306	0	0	0
SPATA20	Q8TB22-2;Q8TB22;Q8TB22-3;Q8TB22-4	89.799	0.625727174	0.755267643	0.850391569
SPATA5	Q8NB90;Q8NB90-2;Q8NB90-3	97.903	0.033160727	0.037553243	0.038375856
SPATA5L1	Q9BVQ7;Q9BVQ7-2;Q9BVQ7-3	80.709	0.015891883	0.028963501	0.107483476
SPATS2	Q86XZ4	59.544	0.15888277	0.247336624	0.211928824
SPATS2L	B4DT67;B4DRE6;Q9NUQ6;B8ZZZ7	65.151	1.315961488	1.843202151	2.332685355
SPATS2L	Q9NUQ6-2;F8W6C2	54.178	0.227329768	0.194256555	0.192910555
SPC24	K7ESQ2;K7EJV2;K7EMX1;K7EJH0;Q8NBT2;E7EWE9	23.529	0.088773958	0.119591064	0.085237306
SPC25	Q9HBM1	26.152	0	0	0
SPCS1	Q9Y6A9;C9JBL1	18.298	2.359237632	2.828688889	3.047787313
SPCS2	E9PI68;Q15005;E9PL01	28.503	2.035979115	2.034262612	2.587085648
SPCS3	P61009	20.313	7.144844205	9.1589348	9.959141474
SPECC1L	Q69YQ0;F5H1H6;F8WAN1;C9J8U1	124.6	0.07800604	0.067706667	0.064988449
SPEN	Q96T58	402.24	0.041765468	0.050530958	0.040564795
SPG11	Q96JI7;Q96JI7-3;C4B7M2;Q96JI7-2	278.86	0.085816325	0.089959714	0.016265805
SPG20	Q8N0X7	72.832	0.052308074	0.05613506	0.049821086
SPG21	Q9NZD8;Q9NZD8-2;H0YKB0;H0YMB7	34.96	0.212319755	0.213520394	0.17304971
SPG7	Q9UQ90	88.234	0.211202358	0.279804431	0.24755815
SPHK2	A0T4C8;M0R344;Q9NRA0;Q9NRA0-2;E9PCV4;Q9NRA0-3;B4DU87;M0R0E9	80.204	0	0	0
SPIN1	Q9Y657	29.6	0.108538426	0.133471163	0.095014661
SPIN4	Q56A73	28.66	0	0	0
SPIRE1	Q08AE8;Q08AE8-2;J3KQR5;Q08AE8-3;J3KNG6;Q08AE8-4;C9JYR7	85.543	0	0	0
SPNS1	H3BMF4;Q9H2V7;Q9H2V7-2;Q9H2V7-3;H3BR82;Q9H2V7-4;Q9H2V7-5	61.105	0.456884247	0.210502173	0.188558333
SPOP	O43791;D6RDV6	42.132	0	0	0
SPP2	Q13103	24.337	0	0	0
SPPL2A	Q8TCT8;H0YNA2	58.143	0	0	0
SPPL2B	Q8TCT7;Q8TCT7-4;Q8TCT7-2;Q8TCT7-3	64.643	0.013571816	0.011950083	0.012534339
SPR	P35270	28.048	11.12253089	11.23626223	9.531071552
SPRED2	C9JG63;Q7Z698;Q7Z698-2;H7C2T4;C9J623	49.172	0.011381962	0.018602355	0.022487468
SPRR1A	P35321	9.8774	0	0	0
SPRR1B	P22528;E7ETD7	9.8875	0	0	0
SPRR2D;SPRR2B;SPRR2G;SPRR2E;SPRR2A	P22532;P35325;Q9BYE4;P22531;P35326	7.9053	0	0	0
SPRR3	Q9UBC9;F5GZ12;B1AN48	18.154	0	0	0
SPRY4	Q9C004;Q9C004-2	32.541	0.381203247	0.65703812	0.323784183
SPRYD4	Q8WW59	23.128	4.598922836	4.073675524	3.509862421
SPRYD7	Q5W111;Q5W111-2	21.666	0.438223012	0.519628821	0.501867009
SPTA1	P02549;P02549-2	280.01	0	0	0
SPTAN1	Q13813;A6NG51	284.54	0.004103683	0.002354705	0.003666719
SPTB	P11277-2;P11277;P11277-3	267.82	0	0	0
SPTBN1	Q01082;Q01082-2	274.61	13.71470879	12.74325042	13.94744689
SPTBN2	O15020;O15020-2	271.32	0	0	0
SPTBN4	Q9H254;Q9H254-4;M0QZQ3;C9JRP8;Q9H254-2	288.98	0.005388975	0	0
SPTLC1	O15269	52.743	1.773573835	1.413812442	1.665393879
SPTLC2	O15270;H0YJV2	62.924	0.430649002	0.410073906	0.39720846
SPTLC3	Q9NUV7;C9JC36	62.049	0.465213787	0.328956057	0.454640753
SPTY2D1	Q68D10;Q68D10-2	75.598	0.046225999	0.048183994	0.048346604
SQLE	E5RJH9	20.352	0	0	0.24155523
SQLE	Q14534;E7EVQ6	63.922	3.92939853	3.15239135	3.408729039
SQRDL	Q9Y6N5;H3BNX3	49.96	1.500801708	1.514523184	1.590072612
SQSTM1	Q13501;Q13501-2;E7EMC7	47.687	0.418579655	0.367426004	0.388956266
SRA1	Q9HD15;F6WGS5	25.673	0.022202982	0.058636384	0.065767683
SRBD1	Q8N5C6;Q8N5C6-2;B7Z6X7	111.77	0.368869959	0.408419171	0.286858428
SRC	P12931-2;P12931	60.588	1.289503154	1.21211651	1.220752894
SRCAP	Q6ZRS2;Q6ZRS2-2;Q6ZRS2-3	343.55	0.0333939	0.041842368	0.032373122
SRCIN1	J3KRM1;Q9C0H9-5;Q9C0H9;Q9C0H9-2;F5H376	130.46	0.059344409	0.014161171	0.018329496
SRCRB4D	Q8WTU2	60.818	0.057009312	0.082516989	0.064539435
SRD5A1	P18405;F5GXK9;D6RG03;D6RDL6	29.458	0	0	0
SRD5A2	P31213	28.393	0	0	0
SRD5A3	Q9H8P0	36.521	0	0	0
SREBF1	P36956-4;P36956;P36956-2;P36956-3;B5MD58	124.63	0	0	0
SREBF2	Q12772	123.69	0.062097406	0.051122056	0.052370313
SREK1	Q8WXA9-2;Q8WXA9	71.649	0.09917227	0.10370991	0.080646535
SRFBP1	Q8NEF9	48.633	0.423170413	0.365223796	0.223609845
SRGAP2	O75044;H0Y2P8;H0Y4C3	120.88	0.040831928	0.296067725	0.254368289
SRGN	P10124	17.652	0	0	0
SRI	P30626;P30626-2;B4DKK2;C9J0K6;B4DHQ6	21.676	0	0	0
SRM	P19623	33.824	2.592178605	2.909492872	2.652277618
SRP14	P37108;H0YLA2	14.57	20.25037485	19.00871901	20.07787849
SRP19	P09132;P09132-2	16.156	2.563755729	2.028219726	1.742349661
SRP54	P61011;P61011-2;G3V4F7	55.704	4.394434049	3.949821088	3.86859109
SRP68	Q9UHB9;G3V1U4;Q9UHB9-2;F5H5Y3	70.729	3.576437895	3.724396927	3.650497508
SRP72	O76094;O76094-2	74.605	3.507744333	3.213847044	3.677296189
SRP9	P49458;P49458-2;E9PE20	10.112	22.72625348	23.63599851	24.10292576
SRPK1	Q96SB4-3;H3BLV9;Q96SB4;B4DS61;Q5R363	92.41	0.568872522	0.497877074	0.413122912
SRPK2	P78362-2;P78362	79.028	0.059608628	0.060326436	0.01880927
SRPR	P08240;P08240-2	69.81	3.538974759	3.033046146	3.036242154
SRPRB	Q9Y5M8;H7C4H2	29.702	10.86040436	10.76367877	11.0715223
SRR	Q9GZT4;I3L4B4	36.566	0	0	0
SRRM1	E9PCT1;A9Z1X7;Q8IYB3;Q8IYB3-2;M0R088	103.79	1.488769021	1.295770568	1.329316396
SRRM2	Q9UQ35;Q9UQ35-2;I3L2L6	299.61	2.208994632	1.983826633	1.717798725
SRRT	Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5;H7C3A1	100.67	3.819811558	3.376659484	3.345787542
SRSF1	J3KTL2;Q07955;Q07955-3	28.329	24.29932871	29.99178225	28.71910857
SRSF10;FUSIP1	O75494;O75494-2;O75494-3;O75494-6;O75494-4;Q5JRI1;O75494-5	31.3	2.235952549	2.175203687	1.902714358
SRSF11;SFRS11	Q05519;Q05519-2;Q5T760;Q5T757	53.542	1.388958564	1.402228792	1.563607809
SRSF2;SFRS2	Q01130;J3KP15;B4DN89;J3QL05	25.476	13.54713875	16.81143792	15.88948707
SRSF3;SFRS3	P84103;B4E241	19.329	6.282492492	5.012520217	6.673323004
SRSF4	Q08170	56.678	0.703317705	0.735902158	0.769570952
SRSF5	Q13243;Q13243-3;B4DUA4;B4DJK0;Q13243-2;G3V5K8	31.263	1.022264921	0.997315186	0.953445074
SRSF6	Q13247;Q13247-3	39.586	8.582836645	7.555956926	7.571605742
SRSF7	Q16629;C9JAB2;Q16629-4;Q16629-2;Q16629-3	27.366	11.14774517	11.5474791	12.22240487
SRSF8	Q9BRL6;Q9BRL6-2	32.287	0.171010985	0.165498446	0.157174784
SRSF9	Q13242;H0YIB4	25.542	7.137486833	7.261262905	7.202777183
SRXN1	Q9BYN0	14.259	0.772953335	0.740761884	0.702905574
SS18	Q15532;Q15532-2;J3QQW2;J3KT74;J3QQM2;J3QS72;J3KRP6;F5GWN1	45.929	0.168516695	0.175996108	0.142792922
SS18L1	O75177;O75177-2	42.99	0.084345589	0.070037854	0
SSB	P05455;E9PFH8	46.836	14.76634708	12.96883204	13.47838108
SSBIP1	Q9NRY2;Q9NRY2-2	11.425	0.184598759	0.222259933	0.686982015
SSBP1	Q04837;E7EUY5;C9K0U8	17.259	8.767924408	13.80306028	12.77114215
SSBP3;SSBP4;SSDP4;SSBP2	Q9BWW4;Q9BWG4;Q9BWW4-3;Q9BWW5;P81877;Q9BWW4-2;P81877-3;P81877-5;P81877-4;P81877-2;D6RAC5	40.421	0	0	0
SSFA2	E7EUL7	84.592	0	0	0
SSFA2	P28290;E9PHV5;P28290-2;E7END2;P28290-3	138.38	0.207413118	0.170857464	0.125381004
SSH3	Q8TE77;Q8TE77-2;Q8TE77-3	72.995	0.017931776	0	0
SSNA1	O43805	13.596	0	0	0
SSR1	P43307;C9IZQ1;E9PAL7;C9J5W0;C9J3L8;F5H5Y2;P43307-2	32.235	14.13668911	14.25585466	14.84239447
SSR3	Q9UNL2;C9JA28;C9J365;B4E2P2	21.08	8.339671722	8.604487833	10.48086321
SSR4	P51571;A6NLM8;H7C1C6	18.998	9.120852701	6.53576416	7.626418068
SSRP1	Q08945	81.074	3.237201437	3.70678206	3.453740468
SSSCA1	O60232;H0YEB6;G3V1B8;H0YEK1	21.474	0	0	0
SSU72	Q9NP77;Q9NP77-2	22.574	0.448168427	0.138332832	0.257684719
ST13;ST13P5;ST13P4	P50502;Q8NFI4;Q8IZP2;F6VDH7;H7C3I1	41.331	8.008189712	8.490477938	8.289355037
ST1A5;SULT1A3	Q1ET66;P50224	34.779	12.60682473	13.4835896	14.15761891
ST3GAL1	Q11201	39.075	0.088206965	0.138087462	0.128494797
ST3GAL6	Q9Y274;C9IZL6;C9J480;F8W6U0;C9J0E2;C9J9Y4	38.213	0	0	0
ST5	P78524;P78524-2;B4DDL8;P78524-3;E9PKE0	126.48	0	0	0
ST6GAL1	P15907	46.604	0.216645344	0.238835561	0.226227277
ST6GALNAC6	Q969X2;Q969X2-2	38.067	0	0	0
ST7	Q9NRC1;H7BXS2;E7EPD9;Q9NRC1-2;Q9NRC1-3;E7ENZ9;Q9NRC1-4;B7Z4U3;E9PCV1;Q9NRC1-5;E7EPW5;Q9NRC1-6;C9JU30;Q9NRC1-7	67.166	0	0.014174239	0.01431515
STAB1	Q9NY15	275.48	0	0	0
STAB2	Q8WWQ8	276.99	0	0	0
STAG1;DKFZp781D1416	Q8WVM7;Q6P275;Q68DW7;F5H1C4	144.43	0.03656753	0.046993535	0.029110218
STAG2	Q8N3U4-2;Q8N3U4;F8WAK8;B1AMT4	145.75	0.492530525	0.406261055	0.472387336
STAM	Q92783;Q92783-2;B4DZT2;A6NMU3	59.179	0.585253617	0.492605872	0.599915695
STAM2	O75886;O75886-2	58.164	0.227981701	0.087521008	0.089018667
STAMBP	O95630;C9JK83;F5H5B9	48.076	0.108554039	0.106496883	0.119763267
STAP2	Q9UGK3-2;Q9UGK3;M0R2W4;M0R0J5	49.648	0.017185663	0.018360222	0.022816116
STARD10	Q9Y365;F5H1Z6;F5H8H3;F5GY11;F5H8G1;F5H0V7;H0YFF3;H0YH17	33.048	2.808985925	2.382331856	2.710695138
STARD13	Q9Y3M8;Q9Y3M8-2;Q9Y3M8-4;Q9Y3M8-3;Q9Y3M8-5;H3BRG5	124.97	0	0.004652574	0.005950545
STARD3	Q14849;Q14849-2;J3QLM1;Q14849-3;C9J555	50.501	0	0	0
STARD4	Q96DR4;D6RIC8;Q86TN9;D6REN7;D6RDM5	23.516	0	0	0
STARD5	H0YLW4;Q9NSY2-3	12.189	0	0	0
STARD5	Q9NSY2	23.794	0	0	0
STARD7	Q9NQZ5;C9JTD3	43.113	0.668754812	0.596091919	0.592752074
STAT1	P42224	87.334	1.22049505	1.282221905	1.062483225
STAT2	P52630;G3V2M6;G3V268;B4DLC8	97.915	0.106043501	0.113063077	0.080726755
STAT3	P40763;K7ENL3;G8JLH9	88.067	1.05760219	1.110104583	1.100051026
STAT5A	P42229;Q8WWS9;K7EK35;Q1KLZ6	90.646	0	0	0
STAT5B	P51692	89.865	0.058372109	0.071860644	0.070936455
STAT6	P42226;P42226-3;P42226-2	94.134	0	0	0
STAU1	O95793;O95793-2;Q5JW30	63.182	3.46254401	3.568555313	3.429324884
STAU2	Q9NUL3;E9PH62;Q9NUL3-2;E7EVJ4;Q9NUL3-7;E7EPX0;F8VPI7;Q9NUL3-3;Q9NUL3-8;Q9NUL3-6;Q9NUL3-4;E5RJN7;G5EA18;E7EVI1	62.64	0.073508868	0.107811536	0.080693696
STBD1	O95210;B3KMK8	39.007	0.319699408	0.249901395	0.24723962
STEAP1	Q9UHE8	39.851	0.058356634	0.071778391	0.111358134
STEAP2	Q8NFT2;Q8NFT2-2;Q8NFT2-3;B5MC02;C9JLP2;C9JHX5	56.055	0	0	0
STEAP3	Q658P3-2;Q658P3;Q658P3-3;B8ZZX6;Q658P3-4	55.651	0.284611258	0.282674446	0.32091422
STEAP4	Q687X5;C9JS50;Q687X5-2	51.981	0	0	0
STIM1	Q13586;E9PNJ4;E9PQJ4;H0YDB2	77.422	1.561089773	1.6540887	1.512966656
STIP1	P31948;G3XAD8;F5H0T1	62.639	20.14609676	18.93527575	19.92532517
STK10	O94804	112.13	0	0	0
STK11	Q15831;Q15831-2	48.635	0	0	0
STK11IP	Q8N1F8;C9JQV3;Q8N1F8-2	121.4	0.013806574	0.015098171	0.001907698
STK16	O75716;B8ZZI5	34.656	0	0	0
STK17B	O94768;C9JZJ1	42.344	0	0	0
STK24	Q9Y6E0-2;B4DR80;Q9Y6E0;H0Y630	47.913	0.203663164	0.266276308	0.293427259
STK25	O00506;A8K6Z3;B7Z9K1;H7C279;C9J232;C9JCC0;C9J6L2;C9JDH9	48.111	0	0	0
STK3	B3KYA7;Q13188;E5RFQ9	59.461	0	0	0
STK35	Q8TDR2	58.051	0.038390798	0.031949797	0.041189364
STK38	Q15208	54.19	0	0	0
STK38L	Q9Y2H1;B4E3J8	54.002	0	0	0
STK39	Q9UEW8	59.473	0.298030095	0.30146425	0.23976378
STK4	Q13043;Q13043-2;F5H5B4	55.63	0.158375489	0.147540863	0.20835272
STMN1	P16949;P16949-2;A2A2D0	17.302	13.96177353	11.24248588	10.9111733
STOM	P27105;B4E2V5	31.73	7.536558978	8.06350254	7.681766628
STOML2	Q9UJZ1;B4E1K7	38.534	14.0037966	15.95943171	15.52848641
STON2	Q8WXE9-3;Q8WXE9	102.83	0	0	0
STRADB	Q9C0K7;Q9C0K7-2;C9JSU7	47.026	0	0	0
STRAP	B4DNJ6;Q9Y3F4;B0AZV0	39.777	3.485695107	3.985286967	3.607191417
STRBP	Q96SI9;Q96SI9-2	73.652	0.561358613	0.510747106	0.461872939
STRN	O43815;O43815-2	86.131	0.148145807	0.250440364	0.225965913
STRN3	Q13033;Q13033-2;G3V340	87.208	0.650040073	0.650667908	0.662999829
STRN4	F8VYA6;Q9NRL3;F5GYK2;M0R317	81.265	0.070505866	0.105816462	0.063416375
STS	P08842	65.492	0	0	0
STT3A	P46977;E9PNQ1	80.529	11.93048444	11.38618297	12.39688563
STT3B	Q8TCJ2	93.673	0.830471028	0.878902132	0.859585425
STUB1	Q9UNE7;Q9UNE7-2;H3BS86;H3BUD0;H3BTA3	34.856	0.266744711	0.263282685	0.123661064
STX10	O60499;Q5U8S2;K7EIY4;K7ELY2;O60499-2	28.114	0.200783445	0.094768984	0.097404658
STX11	O75558	33.195	0	0	0
STX12	Q86Y82;B1AJQ6	31.642	1.346412018	1.332062697	1.45531737
STX16	O14662-2;H3BU86;G8JLE0;O14662;O14662-5;C9K0W8;O14662-4;Q96NX8;B7ZBM8	34.812	0.226697048	0.147482802	0.286679835
STX16	O14662-6;B7ZBM7;F8W9Z6;B7ZBM5;B7ZBM4	31.073	0.017151661	0.011765741	0.012843809
STX17	P56962;E9PIC2	33.403	0.364616006	0.346166954	0.427696774
STX18	Q9P2W9;D6RF48;D6RD65;D6RC71	38.673	1.11653516	1.014492711	1.025376842
STX2	P32856;P32856-2;P32856-3;J3KNU7	33.341	0	0	0
STX3	Q13277;Q13277-3;F8W9Y0;Q13277-2	33.155	0.021265878	0.017124287	0.018493082
STX4	Q12846;A8MXY0;C9JFM5	34.18	0.779614541	0.708296925	0.813071841
STX5	Q13190;F8W8Q9;Q13190-2;Q13190-3;B4DKR0;E9PNU4;H7C3X5	39.672	2.516759148	2.420915308	2.409359625
STX6	O43752	29.176	0.317788433	0.58246918	0.672997183
STX7	O15400;O15400-2	29.815	1.564930025	1.889792668	1.7708368
STX8	Q9UNK0;I3L305	26.906	0.407692385	0.550879126	0.586198897
STXBP1	P61764-2;P61764	68.735	0	0.007245837	0
STXBP2	E7EQD5;Q15833;Q15833-2;M0R0M7	67.694	0.849287434	0.852200566	0.884209767
STXBP3	O00186	67.764	0.724425625	0.811768056	0.783105181
STXBP4	Q6ZWJ1;E7EPP7	61.661	0.113536916	0.129738376	0.132602295
STXBP5	Q5T5C0;Q5T5C0-2;Q5T5C0-3;H7BXC4;Q5JRH0	127.57	0.167952176	0.134987682	0
STXBP6	Q8NFX7;Q8NFX7-2;Q8NFX7-3;F8VZZ2	23.554	0.225209507	0.267777198	0.277180866
